geneId	chromosome	geneStart	geneEnd	paralogId	paralogChr	paralogStart	paralogEnd
AT1G66580.TAIR10	Chr1	24839165	24840612	AT1G14320.TAIR10	Chr1	4888214	4889661
AT1G66590.TAIR10	Chr1	24841123	24842411	AT1G69750.TAIR10	Chr1	26235284	26237571
AT1G66640.TAIR10	Chr1	24857438	24859011	AT1G66320.TAIR10	Chr1	24726812	24728614
AT1G66790.TAIR10	Chr1	24918012	24918356	AT3G50674.TAIR10	Chr3	18831163	18831507
AT1G67430.TAIR10	Chr1	25262159	25263789	AT1G27400.TAIR10	Chr1	9515135	9516940
AT1G67840.TAIR10	Chr1	25434102	25437075	AT5G03710.TAIR10	Chr5	971107	971627
AT1G68060.TAIR10	Chr1	25510941	25514500	AT1G24764.TAIR10	Chr1	8759533	8763355
AT1G68140.TAIR10	Chr1	25538945	25541741	AT5G03710.TAIR10	Chr5	971107	971627
AT1G68330.TAIR10	Chr1	25610923	25612202	AT5G26673.TAIR10	Chr5	9279309	9279611
AT1G68330.TAIR10	Chr1	25610923	25612202	AT4G30450.TAIR10	Chr4	14886027	14886675
AT1G68650.TAIR10	Chr1	25775741	25777874	AT1G25520.TAIR10	Chr1	8962125	8964564
AT1G69485.TAIR10	Chr1	26118229	26119576	AT1G26740.TAIR10	Chr1	9244981	9246603
AT1G69620.TAIR10	Chr1	26189836	26191323	AT1G26880.TAIR10	Chr1	9315383	9316729
AT1G69750.TAIR10	Chr1	26235284	26237571	AT1G66590.TAIR10	Chr1	24841123	24842411
AT1G69940.TAIR10	Chr1	26343369	26345058	AT5G07410.TAIR10	Chr5	2345758	2347497
AT1G69960.TAIR10	Chr1	26348721	26350697	AT1G59830.TAIR10	Chr1	22020519	22022484
AT1G69960.TAIR10	Chr1	26348721	26350697	AT1G10430.TAIR10	Chr1	3428478	3430633
AT1G70320.TAIR10	Chr1	26488522	26501281	AT1G55860.TAIR10	Chr1	20879466	20895393
AT1G70490.TAIR10	Chr1	26563924	26565789	AT1G10630.TAIR10	Chr1	3512795	3514729
AT1G70490.TAIR10	Chr1	26563924	26565789	AT1G23490.TAIR10	Chr1	8336683	8338672
AT1G70490.TAIR10	Chr1	26563924	26565789	AT3G62290.TAIR10	Chr3	23051544	23053817
AT1G70490.TAIR10	Chr1	26563924	26565789	AT5G14670.TAIR10	Chr5	4729319	4730495
AT1G70490.TAIR10	Chr1	26563924	26565789	AT2G47170.TAIR10	Chr2	19366623	19368840
AT1G70580.TAIR10	Chr1	26612632	26616069	AT1G23310.TAIR10	Chr1	8268416	8271933
AT1G70600.TAIR10	Chr1	26620923	26621659	AT1G23290.TAIR10	Chr1	8262984	8263587
AT1G70650.TAIR10	Chr1	26638075	26642268	AT1G70660.TAIR10	Chr1	26640595	26642149
AT1G70660.TAIR10	Chr1	26640595	26642149	AT1G70650.TAIR10	Chr1	26638075	26642268
AT1G70730.TAIR10	Chr1	26669020	26673166	AT1G23190.TAIR10	Chr1	8219869	8224469
AT1G70830.TAIR10	Chr1	26709947	26711462	AT1G70850.TAIR10	Chr1	26714866	26716783
AT1G70850.TAIR10	Chr1	26714866	26716783	AT1G70830.TAIR10	Chr1	26709947	26711462
AT1G71280.TAIR10	Chr1	26870141	26872152	AT1G71370.TAIR10	Chr1	26897005	26899434
AT1G71370.TAIR10	Chr1	26897005	26899434	AT1G71280.TAIR10	Chr1	26870141	26872152
AT1G71830.TAIR10	Chr1	27018158	27022117	AT1G34210.TAIR10	Chr1	12458670	12462905
AT1G71920.TAIR10	Chr1	27067128	27069166	AT5G10330.TAIR10	Chr5	3247847	3249911
AT1G72080.TAIR10	Chr1	27120264	27122761	AT3G07590.TAIR10	Chr3	2423070	2424594
AT1G72080.TAIR10	Chr1	27120264	27122761	AT4G02840.TAIR10	Chr4	1264627	1266459
AT1G72660.TAIR10	Chr1	27353791	27356670	AT1G17470.TAIR10	Chr1	6002912	6006405
AT1G72730.TAIR10	Chr1	27377798	27380182	AT1G54270.TAIR10	Chr1	20259692	20262266
AT1G72730.TAIR10	Chr1	27377798	27380182	AT3G13920.TAIR10	Chr3	4592256	4594962
AT1G72910.TAIR10	Chr1	27435614	27437144	AT1G72930.TAIR10	Chr1	27439452	27440464
AT1G72920.TAIR10	Chr1	27437928	27439091	AT1G72940.TAIR10	Chr1	27442238	27443856
AT1G72930.TAIR10	Chr1	27439452	27440464	AT1G72910.TAIR10	Chr1	27435614	27437144
AT1G72940.TAIR10	Chr1	27442238	27443856	AT1G72920.TAIR10	Chr1	27437928	27439091
AT1G73030.TAIR10	Chr1	27473826	27475122	AT1G17730.TAIR10	Chr1	6099089	6100315
AT1G73230.TAIR10	Chr1	27540228	27541944	AT1G17880.TAIR10	Chr1	6152409	6153982
AT1G73300.TAIR10	Chr1	27559673	27562048	AT5G36180.TAIR10	Chr5	14239028	14242135
AT1G73450.TAIR10	Chr1	27613856	27618897	AT1G73460.TAIR10	Chr1	27620122	27625092
AT1G73460.TAIR10	Chr1	27620122	27625092	AT1G73450.TAIR10	Chr1	27613856	27618897
AT1G73602.TAIR10	Chr1	27670626	27673569	AT1G48598.TAIR10	Chr1	17965864	17969354
AT1G73602.TAIR10	Chr1	27670626	27673569	AT3G17998.TAIR10	Chr3	6154363	6157551
AT1G73607.TAIR10	Chr1	27676227	27676835	AT1G49715.TAIR10	Chr1	18396772	18397339
AT1G74040.TAIR10	Chr1	27842171	27845776	AT1G18500.TAIR10	Chr1	6369347	6373025
AT1G74050.TAIR10	Chr1	27847047	27848806	AT1G74060.TAIR10	Chr1	27849833	27851374
AT1G74060.TAIR10	Chr1	27849833	27851374	AT1G74050.TAIR10	Chr1	27847047	27848806
AT1G74270.TAIR10	Chr1	27928171	27929497	AT1G07070.TAIR10	Chr1	2168564	2169851
AT1G74270.TAIR10	Chr1	27928171	27929497	AT3G55750.TAIR10	Chr3	20698553	20700067
AT1G75220.TAIR10	Chr1	28229157	28232831	AT1G19450.TAIR10	Chr1	6731434	6734882
AT1G75550.TAIR10	Chr1	28369437	28369940	AT4G36230.TAIR10	Chr4	17145586	17146251
AT1G75550.TAIR10	Chr1	28369437	28369940	AT1G62240.TAIR10	Chr1	22994583	22995471
AT1G75550.TAIR10	Chr1	28369437	28369940	AT5G19090.TAIR10	Chr5	6387489	6390024
AT1G75550.TAIR10	Chr1	28369437	28369940	AT3G23450.TAIR10	Chr3	8410433	8412193
AT1G75550.TAIR10	Chr1	28369437	28369940	AT1G27390.TAIR10	Chr1	9513089	9515001
AT1G75600.TAIR10	Chr1	28390665	28391493	AT5G10980.TAIR10	Chr5	3472405	3473466
AT1G75600.TAIR10	Chr1	28390665	28391493	AT4G40030.TAIR10	Chr4	18555618	18556878
AT1G75600.TAIR10	Chr1	28390665	28391493	AT4G40040.TAIR10	Chr4	18557187	18558743
AT1G75600.TAIR10	Chr1	28390665	28391493	AT1G13370.TAIR10	Chr1	4587780	4588613
AT1G75630.TAIR10	Chr1	28400544	28402355	AT4G38920.TAIR10	Chr4	18147211	18149267
AT1G75630.TAIR10	Chr1	28400544	28402355	AT4G34720.TAIR10	Chr4	16567824	16569295
AT1G75630.TAIR10	Chr1	28400544	28402355	AT1G19910.TAIR10	Chr1	6913229	6914594
AT1G75630.TAIR10	Chr1	28400544	28402355	AT2G16510.TAIR10	Chr2	7159629	7160892
AT1G75780.TAIR10	Chr1	28451141	28453640	AT2G29550.TAIR10	Chr2	12644047	12646037
AT1G75780.TAIR10	Chr1	28451141	28453640	AT5G12250.TAIR10	Chr5	3961106	3963522
AT1G75780.TAIR10	Chr1	28451141	28453640	AT1G20010.TAIR10	Chr1	6937795	6940582
AT1G75780.TAIR10	Chr1	28451141	28453640	AT5G62700.TAIR10	Chr5	25184397	25186711
AT1G75780.TAIR10	Chr1	28451141	28453640	AT5G23860.TAIR10	Chr5	8042876	8044819
AT1G75780.TAIR10	Chr1	28451141	28453640	AT4G20890.TAIR10	Chr4	11182092	11184072
AT1G75780.TAIR10	Chr1	28451141	28453640	AT5G44340.TAIR10	Chr5	17859195	17861101
AT1G75780.TAIR10	Chr1	28451141	28453640	AT5G62690.TAIR10	Chr5	25181415	25183729
AT1G75840.TAIR10	Chr1	28475707	28477802	AT1G20090.TAIR10	Chr1	6966922	6968933
AT1G75990.TAIR10	Chr1	28524493	28526776	AT1G20200.TAIR10	Chr1	7001201	7004418
AT1G76010.TAIR10	Chr1	28528077	28530790	AT3G07590.TAIR10	Chr3	2423070	2424594
AT1G76030.TAIR10	Chr1	28533798	28537194	AT4G38510.TAIR10	Chr4	18011117	18015171
AT1G76030.TAIR10	Chr1	28533798	28537194	AT1G20260.TAIR10	Chr1	7016693	7020590
AT1G76170.TAIR10	Chr1	28584039	28586225	AT2G44270.TAIR10	Chr2	18297861	18300273
AT1G76185.TAIR10	Chr1	28590325	28591518	AT1G20460.TAIR10	Chr1	7091361	7092993
AT1G76780.TAIR10	Chr1	28816641	28822256	AT5G03710.TAIR10	Chr5	971107	971627
AT1G76930.TAIR10	Chr1	28895301	28896883	AT1G21310.TAIR10	Chr1	7453236	7455009
AT1G77122.TAIR10	Chr1	28977357	28978743	AT5G03710.TAIR10	Chr5	971107	971627
AT1G77150.TAIR10	Chr1	28992876	28993170	AT1G77170.TAIR10	Chr1	28998047	28999537
AT1G77170.TAIR10	Chr1	28998047	28999537	AT1G77150.TAIR10	Chr1	28992876	28993170
AT1G77440.TAIR10	Chr1	29096020	29098450	AT1G21720.TAIR10	Chr1	7626283	7628262
AT1G77610.TAIR10	Chr1	29165210	29167773	AT1G21870.TAIR10	Chr1	7678208	7679697
AT1G77940.TAIR10	Chr1	29303897	29305382	AT1G36240.TAIR10	Chr1	13614890	13616233
AT1G77940.TAIR10	Chr1	29303897	29305382	AT3G18740.TAIR10	Chr3	6453368	6454018
AT1G78300.TAIR10	Chr1	29461671	29463385	AT1G35160.TAIR10	Chr1	12867126	12868890
AT1G78300.TAIR10	Chr1	29461671	29463385	AT4G09000.TAIR10	Chr4	5775210	5777481
AT1G78850.TAIR10	Chr1	29641926	29643431	AT1G78860.TAIR10	Chr1	29646168	29647499
AT1G78860.TAIR10	Chr1	29646168	29647499	AT1G78850.TAIR10	Chr1	29641926	29643431
AT1G78870.TAIR10	Chr1	29650463	29652517	AT1G16890.TAIR10	Chr1	5776177	5778484
AT1G78920.TAIR10	Chr1	29671493	29676992	AT1G16780.TAIR10	Chr1	5739299	5744214
AT1G79010.TAIR10	Chr1	29724879	29727028	AT1G16700.TAIR10	Chr1	5709725	5711902
AT1G79210.TAIR10	Chr1	29796081	29798744	AT1G16470.TAIR10	Chr1	5622786	5625643
AT1G79500.TAIR10	Chr1	29903420	29909437	AT1G16340.TAIR10	Chr1	5587790	5590642
AT1G79890.TAIR10	Chr1	30048655	30052203	AT1G09995.TAIR10	Chr1	3262265	3263612
AT1G79920.TAIR10	Chr1	30058632	30062722	AT1G79930.TAIR10	Chr1	30063478	30067547
AT1G79930.TAIR10	Chr1	30063478	30067547	AT1G79920.TAIR10	Chr1	30058632	30062722
AT1G80070.TAIR10	Chr1	30118052	30127811	AT4G38780.TAIR10	Chr4	18101296	18111029
AT1G80210.TAIR10	Chr1	30162835	30165755	AT3G06820.TAIR10	Chr3	2150847	2153440
AT1G80300.TAIR10	Chr1	30191856	30194519	AT1G15500.TAIR10	Chr1	5326290	5328874
AT1G80490.TAIR10	Chr1	30260903	30267038	AT1G15750.TAIR10	Chr1	5414817	5420630
AT1G80700.TAIR10	Chr1	30331922	30333400	AT1G80980.TAIR10	Chr1	30422058	30424087
AT1G80830.TAIR10	Chr1	30372879	30375696	AT1G15960.TAIR10	Chr1	5481665	5485082
AT1G80900.TAIR10	Chr1	30398150	30400340	AT1G16010.TAIR10	Chr1	5495373	5497720
AT1G80980.TAIR10	Chr1	30422058	30424087	AT1G80700.TAIR10	Chr1	30331922	30333400
AT2G01250.TAIR10	Chr2	132697	134455	AT2G44120.TAIR10	Chr2	18249042	18250708
AT2G01970.TAIR10	Chr2	451871	454885	AT1G14670.TAIR10	Chr1	5037612	5040528
AT2G02000.TAIR10	Chr2	469370	472070	AT2G02010.TAIR10	Chr2	474165	476594
AT2G02010.TAIR10	Chr2	474165	476594	AT2G02000.TAIR10	Chr2	469370	472070
AT2G02103.TAIR10	Chr2	530241	531636	AT5G18636.TAIR10	Chr5	6211268	6212371
AT2G02103.TAIR10	Chr2	530241	531636	AT5G25200.TAIR10	Chr5	8716766	8717869
AT2G02180.TAIR10	Chr2	560864	563233	AT1G14530.TAIR10	Chr1	4970858	4973726
AT2G02510.TAIR10	Chr2	673305	674740	AT1G14450.TAIR10	Chr1	4946218	4947576
AT2G02610.TAIR10	Chr2	710712	712819	AT2G02640.TAIR10	Chr2	732388	734271
AT2G02640.TAIR10	Chr2	732388	734271	AT2G02610.TAIR10	Chr2	710712	712819
AT2G02760.TAIR10	Chr2	773684	775371	AT1G14400.TAIR10	Chr1	4927011	4928533
AT2G02930.TAIR10	Chr2	851164	852222	AT4G02520.TAIR10	Chr4	1110452	1111660
AT2G03030.TAIR10	Chr2	889764	890520	AT2G03300.TAIR10	Chr2	1003468	1004222
AT2G03040.TAIR10	Chr2	892823	893572	AT2G03290.TAIR10	Chr2	999422	1000606
AT2G03290.TAIR10	Chr2	999422	1000606	AT2G03040.TAIR10	Chr2	892823	893572
AT2G03300.TAIR10	Chr2	1003468	1004222	AT2G03030.TAIR10	Chr2	889764	890520
AT2G03931.TAIR10	Chr2	1214428	1214843	AT2G03936.TAIR10	Chr2	1221111	1221522
AT2G03936.TAIR10	Chr2	1221111	1221522	AT2G03931.TAIR10	Chr2	1214428	1214843
AT2G04066.TAIR10	Chr2	1352887	1353517	AT2G04080.TAIR10	Chr2	1357189	1359253
AT2G04080.TAIR10	Chr2	1357189	1359253	AT2G04066.TAIR10	Chr2	1352887	1353517
AT2G04090.TAIR10	Chr2	1362653	1364690	AT2G04100.TAIR10	Chr2	1376890	1379130
AT2G04100.TAIR10	Chr2	1376890	1379130	AT2G04090.TAIR10	Chr2	1362653	1364690
AT2G04390.TAIR10	Chr2	1527016	1528493	AT2G05220.TAIR10	Chr2	1894559	1896032
AT2G04390.TAIR10	Chr2	1527016	1528493	AT5G04800.TAIR10	Chr5	1388483	1389848
AT2G04390.TAIR10	Chr2	1527016	1528493	AT3G10610.TAIR10	Chr3	3319027	3320149
AT2G04520.TAIR10	Chr2	1574592	1575863	AT5G35680.TAIR10	Chr5	13857921	13859013
AT2G04630.TAIR10	Chr2	1618936	1620336	AT5G51940.TAIR10	Chr5	21104571	21105947
AT2G05050.TAIR10	Chr2	1794035	1795084	AT4G08260.TAIR10	Chr4	5200847	5201865
AT2G05050.TAIR10	Chr2	1794035	1795084	AT3G27140.TAIR10	Chr3	10006891	10008174
AT2G05070.TAIR10	Chr2	1799234	1800392	AT3G27690.TAIR10	Chr3	10255947	10257011
AT2G05070.TAIR10	Chr2	1799234	1800392	AT2G05100.TAIR10	Chr2	1823240	1824425
AT2G05100.TAIR10	Chr2	1823240	1824425	AT2G05070.TAIR10	Chr2	1799234	1800392
AT2G05100.TAIR10	Chr2	1823240	1824425	AT3G27690.TAIR10	Chr3	10255947	10257011
AT2G05140.TAIR10	Chr2	1853935	1854903	AT2G37690.TAIR10	Chr2	15805715	15810552
AT2G05185.TAIR10	Chr2	1876938	1878219	AT5G22608.TAIR10	Chr5	7513173	7514453
AT2G05220.TAIR10	Chr2	1894559	1896032	AT2G04390.TAIR10	Chr2	1527016	1528493
AT2G05220.TAIR10	Chr2	1894559	1896032	AT5G04800.TAIR10	Chr5	1388483	1389848
AT2G05220.TAIR10	Chr2	1894559	1896032	AT3G10610.TAIR10	Chr3	3319027	3320149
AT2G05230.TAIR10	Chr2	1899507	1902802	AT2G05250.TAIR10	Chr2	1913338	1916623
AT2G05250.TAIR10	Chr2	1913338	1916623	AT2G05230.TAIR10	Chr2	1899507	1902802
AT2G05310.TAIR10	Chr2	1933272	1934212	AT4G13500.TAIR10	Chr4	7856767	7857933
AT2G05440.TAIR10	Chr2	1993082	1994166	AT2G05510.TAIR10	Chr2	2015706	2016749
AT2G05510.TAIR10	Chr2	2015706	2016749	AT2G05440.TAIR10	Chr2	1993082	1994166
AT2G05635.TAIR10	Chr2	2089484	2090454	AT1G20720.TAIR10	Chr1	7185658	7192794
AT2G05840.TAIR10	Chr2	2234092	2236294	AT5G35590.TAIR10	Chr5	13765138	13767823
AT2G07120.TAIR10	Chr2	2953605	2954722	AT3G18340.TAIR10	Chr3	6294018	6295134
AT2G07140.TAIR10	Chr2	2957561	2959851	AT3G44120.TAIR10	Chr3	15878399	15879817
AT2G07771.TAIR10	Chr2	3239693	3240463	AT2G07681.TAIR10	Chr2	3287552	3292366
AT2G07771.TAIR10	Chr2	3239693	3240463	ATMG00900.TAIR10	ChrM	239988	240758
AT2G07773.TAIR10	Chr2	3240838	3241659	ATMG00910.TAIR10	ChrM	241306	241953
AT2G07773.TAIR10	Chr2	3240838	3241659	AT2G07681.TAIR10	Chr2	3287552	3292366
AT2G07776.TAIR10	Chr2	3246019	3246901	ATMG00530.TAIR10	ChrM	147282	147611
AT2G07749.TAIR10	Chr2	3247234	3249357	ATMG01110.TAIR10	ChrM	283034	283789
AT2G07777.TAIR10	Chr2	3250757	3251545	ATMG01090.TAIR10	ChrM	279463	280251
AT2G07671.TAIR10	Chr2	3251665	3252113	ATMG00040.TAIR10	ChrM	16844	17791
AT2G07671.TAIR10	Chr2	3251665	3252113	ATMG01080.TAIR10	ChrM	278649	279152
AT2G07672.TAIR10	Chr2	3257585	3258064	ATMG01050.TAIR10	ChrM	272944	273423
AT2G07673.TAIR10	Chr2	3266578	3266898	ATMG01030.TAIR10	ChrM	264113	264433
AT2G07674.TAIR10	Chr2	3269151	3269906	ATMG01010.TAIR10	ChrM	261105	261461
AT2G07751.TAIR10	Chr2	3270008	3270364	ATMG00990.TAIR10	ChrM	260647	261006
AT2G07675.TAIR10	Chr2	3270410	3270787	ATMG00980.TAIR10	ChrM	260224	260601
AT2G07676.TAIR10	Chr2	3272619	3272975	ATMG00970.TAIR10	ChrM	258045	258398
AT2G07768.TAIR10	Chr2	3273584	3274154	ATMG00960.TAIR10	ChrM	256865	257476
AT2G07678.TAIR10	Chr2	3281097	3281834	ATMG00920.TAIR10	ChrM	249272	249919
AT2G07681.TAIR10	Chr2	3287552	3292366	AT2G07771.TAIR10	Chr2	3239693	3240463
AT2G07681.TAIR10	Chr2	3287552	3292366	ATMG00890.TAIR10	ChrM	239636	239956
AT2G07681.TAIR10	Chr2	3287552	3292366	AT2G07773.TAIR10	Chr2	3240838	3241659
AT2G07681.TAIR10	Chr2	3287552	3292366	ATMG00900.TAIR10	ChrM	239988	240758
AT2G07687.TAIR10	Chr2	3311654	3312651	ATMG00730.TAIR10	ChrM	217631	219077
AT2G07691.TAIR10	Chr2	3339907	3340317	ATMG01310.TAIR10	ChrM	326099	326509
AT2G07692.TAIR10	Chr2	3340706	3341544	ATMG01300.TAIR10	ChrM	325300	325710
AT2G07695.TAIR10	Chr2	3346951	3347826	ATMG01280.TAIR10	ChrM	318588	319463
AT2G07785.TAIR10	Chr2	3348003	3348904	ATMG01275.TAIR10	ChrM	318004	318390
AT2G07696.TAIR10	Chr2	3351050	3351881	ATMG01270.TAIR10	ChrM	314627	315073
AT2G07798.TAIR10	Chr2	3357619	3361102	ATMG01220.TAIR10	ChrM	305221	305562
AT2G07698.TAIR10	Chr2	3361474	3364127	ATMG01190.TAIR10	ChrM	302166	303689
AT2G07698.TAIR10	Chr2	3361474	3364127	ATMG01200.TAIR10	ChrM	303836	304720
AT2G07701.TAIR10	Chr2	3371832	3372152	ATMG00430.TAIR10	ChrM	115431	115751
AT2G07701.TAIR10	Chr2	3371832	3372152	ATMG01150.TAIR10	ChrM	293976	294296
AT2G07702.TAIR10	Chr2	3372697	3373155	ATMG01140.TAIR10	ChrM	292973	293431
AT2G07702.TAIR10	Chr2	3372697	3373155	ATMG00440.TAIR10	ChrM	116296	116754
AT2G07705.TAIR10	Chr2	3380744	3380944	AT1G65346.TAIR10	Chr1	24273181	24274038
AT2G07706.TAIR10	Chr2	3381901	3386102	ATMG00470.TAIR10	ChrM	127475	127843
AT2G07707.TAIR10	Chr2	3386292	3386768	ATMG00480.TAIR10	ChrM	129909	130385
AT2G07708.TAIR10	Chr2	3386851	3388033	ATMG00500.TAIR10	ChrM	130968	131393
AT2G07713.TAIR10	Chr2	3407218	3407586	ATMG00540.TAIR10	ChrM	150783	151151
AT2G07714.TAIR10	Chr2	3407671	3408506	ATMG00550.TAIR10	ChrM	151265	151747
AT2G07715.TAIR10	Chr2	3410597	3413161	ATMG00560.TAIR10	ChrM	154744	157345
AT2G07718.TAIR10	Chr2	3426263	3427204	ATMG00590.TAIR10	ChrM	169796	170737
AT2G07719.TAIR10	Chr2	3432795	3433495	ATMG00610.TAIR10	ChrM	176542	177027
AT2G07722.TAIR10	Chr2	3438742	3439161	ATMG00620.TAIR10	ChrM	182278	182697
AT2G07722.TAIR10	Chr2	3438742	3439161	ATMG00170.TAIR10	ChrM	48113	48532
AT2G07724.TAIR10	Chr2	3446394	3446717	ATMG00200.TAIR10	ChrM	55767	56090
AT2G07725.TAIR10	Chr2	3448314	3449059	ATMG00210.TAIR10	ChrM	57774	58331
AT2G07727.TAIR10	Chr2	3450578	3452044	ATMG00220.TAIR10	ChrM	60235	61416
AT2G07732.TAIR10	Chr2	3468168	3468774	ATMG00280.TAIR10	ChrM	77819	78151
AT2G07734.TAIR10	Chr2	3472305	3473692	ATMG00290.TAIR10	ChrM	82028	83116
AT2G07739.TAIR10	Chr2	3495511	3496110	ATCG01000.TAIR10	ChrC	109405	110436
AT2G07739.TAIR10	Chr2	3495511	3496110	ATCG01130.TAIR10	ChrC	123884	129244
AT2G07739.TAIR10	Chr2	3495511	3496110	ATMG00370.TAIR10	ChrM	104954	105553
AT2G07741.TAIR10	Chr2	3502319	3503476	ATMG00410.TAIR10	ChrM	111587	112907
AT2G07741.TAIR10	Chr2	3502319	3503476	ATMG01170.TAIR10	ChrM	296820	298204
AT2G07750.TAIR10	Chr2	3576465	3580525	AT1G63250.TAIR10	Chr1	23463069	23466451
AT2G07981.TAIR10	Chr2	3614986	3617716	AT1G40104.TAIR10	Chr1	15081952	15085893
AT2G07981.TAIR10	Chr2	3614986	3617716	AT2G08986.TAIR10	Chr2	3618058	3626460
AT2G08986.TAIR10	Chr2	3618058	3626460	AT1G40104.TAIR10	Chr1	15081952	15085893
AT2G08986.TAIR10	Chr2	3618058	3626460	AT2G07981.TAIR10	Chr2	3614986	3617716
AT2G09990.TAIR10	Chr2	3781328	3782049	AT5G18380.TAIR10	Chr5	6090049	6090758
AT2G12190.TAIR10	Chr2	4891642	4893345	AT1G64940.TAIR10	Chr1	24123789	24125324
AT2G12190.TAIR10	Chr2	4891642	4893345	AT1G64950.TAIR10	Chr1	24127561	24129458
AT2G12200.TAIR10	Chr2	4900613	4900944	AT2G12280.TAIR10	Chr2	4922282	4922679
AT2G12200.TAIR10	Chr2	4900613	4900944	AT1G50480.TAIR10	Chr1	18701951	18704938
AT2G12280.TAIR10	Chr2	4922282	4922679	AT2G12200.TAIR10	Chr2	4900613	4900944
AT2G12280.TAIR10	Chr2	4922282	4922679	AT1G50480.TAIR10	Chr1	18701951	18704938
AT2G13450.TAIR10	Chr2	5598421	5599923	AT4G02000.TAIR10	Chr4	874880	875903
AT2G13640.TAIR10	Chr2	5686136	5687290	AT5G27310.TAIR10	Chr5	9625449	9626561
AT2G13640.TAIR10	Chr2	5686136	5687290	AT2G27780.TAIR10	Chr2	11845472	11846578
AT2G13760.TAIR10	Chr2	5734955	5735644	AT1G24380.TAIR10	Chr1	8646056	8647609
AT2G13760.TAIR10	Chr2	5734955	5735644	AT4G10230.TAIR10	Chr4	6366261	6367185
AT2G13790.TAIR10	Chr2	5741820	5746793	AT2G13800.TAIR10	Chr2	5753271	5757239
AT2G13800.TAIR10	Chr2	5753271	5757239	AT2G13790.TAIR10	Chr2	5741820	5746793
AT2G13960.TAIR10	Chr2	5859585	5861311	AT5G02320.TAIR10	Chr5	483123	486434
AT2G14285.TAIR10	Chr2	6052332	6053994	AT4G30220.TAIR10	Chr4	14802960	14804358
AT2G14378.TAIR10	Chr2	6104869	6105231	AT4G35165.TAIR10	Chr4	16735123	16735883
AT2G14440.TAIR10	Chr2	6143073	6147419	AT2G14510.TAIR10	Chr2	6171133	6175052
AT2G14510.TAIR10	Chr2	6171133	6175052	AT2G14440.TAIR10	Chr2	6143073	6147419
AT2G14670.TAIR10	Chr2	6274606	6276317	AT5G43610.TAIR10	Chr5	17519079	17521008
AT2G14670.TAIR10	Chr2	6274606	6276317	AT1G66570.TAIR10	Chr1	24835251	24837322
AT2G14720.TAIR10	Chr2	6300488	6304359	AT2G14740.TAIR10	Chr2	6308895	6312589
AT2G14740.TAIR10	Chr2	6308895	6312589	AT2G14720.TAIR10	Chr2	6300488	6304359
AT2G15450.TAIR10	Chr2	6747536	6749256	AT2G15460.TAIR10	Chr2	6750934	6752647
AT2G15450.TAIR10	Chr2	6747536	6749256	AT2G15470.TAIR10	Chr2	6754330	6756051
AT2G15460.TAIR10	Chr2	6750934	6752647	AT2G15450.TAIR10	Chr2	6747536	6749256
AT2G15460.TAIR10	Chr2	6750934	6752647	AT2G15470.TAIR10	Chr2	6754330	6756051
AT2G15470.TAIR10	Chr2	6754330	6756051	AT2G15450.TAIR10	Chr2	6747536	6749256
AT2G15470.TAIR10	Chr2	6754330	6756051	AT2G15460.TAIR10	Chr2	6750934	6752647
AT2G15470.TAIR10	Chr2	6754330	6756051	AT2G26620.TAIR10	Chr2	11325163	11326835
AT2G15880.TAIR10	Chr2	6918039	6920319	AT4G33970.TAIR10	Chr4	16279795	16281894
AT2G15880.TAIR10	Chr2	6918039	6920319	AT3G19020.TAIR10	Chr3	6558973	6562119
AT2G16120.TAIR10	Chr2	6996727	6998441	AT2G16130.TAIR10	Chr2	7002322	7004043
AT2G16130.TAIR10	Chr2	7002322	7004043	AT2G16120.TAIR10	Chr2	6996727	6998441
AT2G16510.TAIR10	Chr2	7159629	7160892	AT4G38920.TAIR10	Chr4	18147211	18149267
AT2G16510.TAIR10	Chr2	7159629	7160892	AT4G34720.TAIR10	Chr4	16567824	16569295
AT2G16510.TAIR10	Chr2	7159629	7160892	AT1G19910.TAIR10	Chr1	6913229	6914594
AT2G16510.TAIR10	Chr2	7159629	7160892	AT1G75630.TAIR10	Chr1	28400544	28402355
AT2G16570.TAIR10	Chr2	7180145	7182193	AT4G34740.TAIR10	Chr4	16574577	16576671
AT2G16850.TAIR10	Chr2	7301581	7303437	AT4G35100.TAIR10	Chr4	16708552	16710289
AT2G16930.TAIR10	Chr2	7341120	7342302	AT5G15220.TAIR10	Chr5	4941244	4942483
AT2G17290.TAIR10	Chr2	7516415	7519633	AT4G35310.TAIR10	Chr4	16801987	16804995
AT2G17360.TAIR10	Chr2	7546480	7548313	AT5G07090.TAIR10	Chr5	2202380	2204077
AT2G17360.TAIR10	Chr2	7546480	7548313	AT5G58420.TAIR10	Chr5	23619506	23621094
AT2G17380.TAIR10	Chr2	7553002	7555045	AT4G35410.TAIR10	Chr4	16832481	16834002
AT2G17800.TAIR10	Chr2	7739856	7742156	AT3G51300.TAIR10	Chr3	19042887	19044372
AT2G17800.TAIR10	Chr2	7739856	7742156	AT4G35950.TAIR10	Chr4	17023837	17025863
AT2G17800.TAIR10	Chr2	7739856	7742156	AT3G51290.TAIR10	Chr3	19039512	19044371
AT2G18020.TAIR10	Chr2	7837102	7838304	AT4G36130.TAIR10	Chr4	17097565	17098879
AT2G18110.TAIR10	Chr2	7872251	7873912	AT1G30230.TAIR10	Chr1	10638914	10640782
